	dataset	model	dataset_method	forget_set_size	patch_size	pretrain_iters	pretrain_lr	unlearn_method	exp_name	train_iters	k	factor	kd_T	gamma	alpha	msteps	delete_acc	delete_err	manip_acc	test_acc	manip_clean_acc	test_clean_acc	test_retain_acc	deletion_size	unlearn_time	train_clean_acc	ascLRscale	SSDdampening	selectwt
989	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	98	-1						0.513	0.513	0.1808	0.667			0.92325	2000	13.635532399	0.94774		500000.0	1000000.0
990	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	EU	unlearn	1000	4						0.5186666666666667	0.5186666666666667	0.6152	0.727			0.912875	750	34.89682980100001	0.95124			
991	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	98	-1						0.5	0.5	0.1812	0.668			0.923375	500	13.873149605	0.94772		500.0	500.0
992	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	Scrub	unlearn	1000	-1		4		0.01	100	0.501	0.501	0.3588	0.754			0.931875	2000	67.425621456	0.96482			
993	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	2						0.47	0.47	0.0884	0.683			0.923625	500	24.938051314000003	0.951	0.001		
994	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	98	-1						0.512	0.512	0.1808	0.667			0.92325	1000	13.849628356	0.94774		10000.0	100000.0
995	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	99	-1						0.5146666666666667	0.5146666666666667	0.1836	0.66			0.9245	750	14.125941000000001	0.9477		250.0	500.0
996	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	-1						0.513	0.513	0.1808	0.667			0.92325	2000	44.62579049699999	0.94774	5.0		
997	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	99	-1						0.5188571428571429	0.5188571428571429	0.1808	0.667			0.92325	1750	14.082568631	0.94774		10000.0	100000.0
998	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	98	-1						0.502	0.502	0.1808	0.667			0.92325	500	13.833514864	0.94774		10000.0	100000.0
999	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	2						0.502	0.502	0.1808	0.667			0.92325	500	24.098494435	0.94774	10.0		
1000	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	98	-1						0.499	0.499	0.1772	0.6275			0.92875	2000	14.085591228000002	0.94564		500.0	50.0
1001	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	98	-1						0.0	0.0	0.0	0.0015			0.804625	2500	13.88023321	0.70148		100.0	10.0
1002	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	CF	unlearn	1000	2						0.5348571428571428	0.5348571428571428	0.3104	0.7315			0.923625	1750	33.63170636799999	0.95866			
1003	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	-1						0.5168	0.5168	0.1808	0.667			0.92325	2500	44.315434872000004	0.94774	10.0		
1004	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	2						0.444	0.444	0.35	0.734			0.924125	1750	24.816036348000008	0.96426	0.1		
1005	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	Scrub	unlearn	1000	-1		4		5.0	100	0.5108571428571429	0.5108571428571429	0.442	0.7205			0.92325	1750	68.508801014	0.95022			
1006	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	99	-1						0.5133333333333333	0.5133333333333333	0.1808	0.667			0.92325	750	13.887848028	0.94774		1000.0	1000.0
1007	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	Scrub	unlearn	1000	-1		4		1.0	100	0.466	0.466	0.1852	0.7015			0.92775	1000	69.10746229199998	0.95314			
1008	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	2						0.5168	0.5168	0.1808	0.667			0.92325	2500	24.378525156999988	0.94774	1.0		
1009	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	4						0.476	0.476	0.1808	0.667			0.92325	250	26.446583170999997	0.94774	5.0		
1010	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	4						0.5188571428571429	0.5188571428571429	0.1808	0.667			0.92325	1750	26.121896918000008	0.94774	10.0		
1011	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	4						0.45	0.45	0.1868	0.706			0.9225	500	26.510649400000002	0.95452	0.1		
1012	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	98	-1						0.0	0.0	0.0	0.0			0.23225	2000	14.05752554	0.19746		10.0	100.0
1013	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	-1						0.4436	0.4436	0.7588	0.795			0.9375	2500	46.723226956000005	0.98646	0.01		
1014	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	99	-1						0.476	0.476	0.1808	0.667			0.92325	250	14.081140471000001	0.94774		5000000.0	1000000.0
1015	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	-1						0.43	0.43	0.1664	0.692			0.930375	500	44.92943424799999	0.95488	0.1		
1016	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	4						0.5013333333333333	0.5013333333333333	0.3924	0.732			0.9265	1500	26.36376955700001	0.96772	0.1		
1017	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	-1						0.4493333333333333	0.4493333333333333	0.468	0.6995			0.926	750	45.066190406	0.95702	1.0		
1018	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.125	250	13.990753419	0.1		10.0	1.0
1019	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	Scrub	unlearn	1000	-1		4		0.01	100	0.5045714285714286	0.5045714285714286	0.2872	0.746			0.931375	1750	68.61418055200002	0.96146			
1020	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	98	-1						0.432	0.432	0.17	0.53			0.92825	1500	13.644354388999998	0.9301		250.0	50.0
1021	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	2						0.4408	0.4408	0.7024	0.7805			0.924	2500	24.952128668000007	0.98078	0.1		
1022	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	EU	unlearn	1000	2						0.5535	0.5535	0.6076	0.7425			0.91875	2000	32.595509343	0.96234			
1023	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	99	-1						0.004	0.004	0.1972	0.2925			0.872625	250	14.039435352000002	0.8291		100.0	100.0
1024	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	4						0.5168	0.5168	0.1808	0.667			0.92325	2500	26.654852870000003	0.94774	0.5		
1025	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	CF	unlearn	1000	-1						0.584	0.584	0.1348	0.68			0.930875	250	56.55413196999999	0.95266			
1026	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.21775	2250	14.145359468	0.18114		10.0	100.0
1027	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	4						0.5226666666666666	0.5226666666666666	0.3108	0.718			0.92725	1500	26.595175791000006	0.96372	0.01		
1028	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	98	-1						0.512	0.512	0.1808	0.667			0.92325	1000	13.535744975999998	0.94774		5000.0	500.0
1029	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	98	-1						0.5168	0.5168	0.1808	0.667			0.92325	2500	13.602534524000001	0.94776		1000.0	100.0
1030	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	98	-1						0.512	0.512	0.1808	0.667			0.92325	1000	13.745907036000002	0.94774		10000.0	10000.0
1031	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	4						0.45466666666666666	0.45466666666666666	0.3168	0.732			0.9245	750	26.56083873899999	0.96122	0.5		
1032	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	98	-1						0.502	0.502	0.1808	0.667			0.92325	500	13.935257382000001	0.94774		50000.0	100000.0
1033	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	-1						0.4976	0.4976	0.3308	0.722			0.931	1250	44.622346603	0.96336	0.05		
1034	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	CF	unlearn	1000	4						0.47	0.47	0.1924	0.69			0.928	1000	35.455706888	0.95738			
1035	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	-1						0.513	0.513	0.1808	0.667			0.92325	2000	45.27337923099999	0.94774	1.0		
1036	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	98	-1						0.5135	0.5135	0.1812	0.6665			0.92325	2000	13.715014251	0.9478		1000.0	100.0
1037	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.125	1750	13.880866857	0.1		0.05	0.1
1038	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	99	-1						0.48044444444444445	0.48044444444444445	0.1732	0.5945			0.931125	2250	14.184077403000002	0.94278		500.0	500.0
1039	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	Scrub	unlearn	1000	-1		4		0.1	100	0.48133333333333334	0.48133333333333334	0.1884	0.7165			0.933125	1500	53.656179897000015	0.95722			
1040	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	99	-1						0.476	0.476	0.1808	0.667			0.92325	250	14.182347397	0.94774		1000.0	10000.0
1041	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	98	-1						0.0	0.0	0.0	0.0			0.12525	2500	13.967677606999999	0.10006		10.0	1.0
1042	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	99	-1						0.5133333333333333	0.5133333333333333	0.1808	0.667			0.92325	750	13.996904908	0.94774		10000000.0	1000000.0
1043	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	Scrub	unlearn	1000	-1		4		0.5	100	0.464	0.464	0.1472	0.705			0.92925	1000	72.86400055499998	0.95308			
1044	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	99	-1						0.476	0.476	0.1808	0.667			0.92325	250	13.956329878999998	0.94774		50000.0	100000.0
1045	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	-1						0.5168	0.5168	0.1808	0.667			0.92325	2500	44.61768877800001	0.94774	1.0		
1046	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	Scrub	unlearn	1000	-1		4		0.01	100	0.429	0.429	0.1488	0.702			0.9345	1000	69.12596503799999	0.95458			
1047	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	99	-1						0.5188571428571429	0.5188571428571429	0.1808	0.667			0.92325	1750	14.258844639000001	0.94774		500000.0	100000.0
1048	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	Scrub	unlearn	1000	-1		4		0.001	100	0.492	0.492	0.0968	0.704			0.929375	500	70.20003024900002	0.9517			
1049	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.125	2250	12.404933349	0.1		5.0	10.0
1050	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	98	-1						0.513	0.513	0.1808	0.667			0.92325	2000	14.175136404	0.94774		10000.0	10000.0
1051	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	98	-1						0.475	0.475	0.1916	0.604			0.927375	1000	13.834321334999998	0.94208		250.0	50.0
1052	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.125	1750	14.097844949	0.1		1.0	10.0
1053	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	98	-1						0.512	0.512	0.1808	0.667			0.92325	1000	13.974719484000001	0.9477		500.0	1000.0
1054	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	2						0.5192	0.5192	0.1808	0.667			0.92325	1250	24.512507266000004	0.94774	5.0		
1055	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	2						0.469	0.469	0.1904	0.6975			0.927375	1000	24.537529882000005	0.95518	0.1		
1056	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	2						0.472	0.472	0.7088	0.7435			0.91725	2500	24.159803116999996	0.95898	0.5		
1057	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0064	0.0135			0.55675	250	13.999267959	0.47496		10.0	100.0
1058	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	99	-1						0.5188571428571429	0.5188571428571429	0.1816	0.667			0.92325	1750	11.728393672000001	0.94774		100000.0	1000000.0
1059	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	99	-1						0.5192	0.5192	0.1808	0.667			0.92325	1250	14.018445155	0.94774		10000000.0	1000000.0
1060	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0052	0.0105			0.78125	2250	13.989984737	0.68242		100.0	10.0
1061	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	Scrub	unlearn	1000	-1		4		5.0	100	0.5008	0.5008	0.2016	0.695			0.9255	1250	69.10212873700002	0.95138			
1062	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	4						0.5253333333333333	0.5253333333333333	0.1808	0.667			0.92325	1500	26.0049525	0.94774	10.0		
1063	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	Scrub	unlearn	1000	-1		4		5.0	100	0.4732	0.4732	0.2732	0.71			0.9225	2500	67.53041504500001	0.95218			
1064	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	99	-1						0.476	0.476	0.1808	0.667			0.92325	250	14.283071163000002	0.94774		5000.0	500.0
1065	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	4						0.4868571428571429	0.4868571428571429	0.3796	0.7475			0.927875	1750	26.58250750600001	0.96748	0.01		
1066	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	98	-1						0.4846666666666667	0.4846666666666667	0.1724	0.6285			0.92925	1500	13.977273835999998	0.94572		250.0	500.0
1067	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	2						0.5016	0.5016	0.1888	0.719			0.924625	1250	24.006345518999986	0.95602	0.001		
1068	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	4						0.5048888888888889	0.5048888888888889	0.6876	0.78			0.928375	2250	24.066662977999993	0.98174	0.1		
1069	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0008	0.0005			0.596125	1750	14.199905206999999	0.51306		50.0	100.0
1070	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	99	-1						0.5133333333333333	0.5133333333333333	0.1808	0.667			0.92325	750	13.863197961	0.94774		10000.0	100000.0
1071	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	-1						0.5168	0.5168	0.1808	0.667			0.92325	2500	44.364260619	0.94774	5.0		
1072	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	-1						0.5253333333333333	0.5253333333333333	0.1808	0.667			0.92325	1500	44.430852024	0.94774	10.0		
1073	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.405375	2250	13.919159847999998	0.34014		50.0	10.0
1074	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.125	2250	14.138108616	0.1		0.010000000000000002	0.1
1075	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	98	-1						0.0	0.0	0.0	0.0			0.125	1000	14.145256244	0.1		1.0	0.1
1076	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	98	-1						0.5168	0.5168	0.1808	0.667			0.92325	2500	13.913289401999998	0.94774		5000000.0	1000000.0
1077	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	Scrub	unlearn	1000	-1		4		0.001	100	0.4785	0.4785	0.3676	0.7595			0.931875	2000	67.89584609900002	0.96502			
1078	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	Scrub	unlearn	1000	-1		4		0.05	100	0.484	0.484	0.0904	0.6965			0.932625	500	73.31314188399998	0.95194			
1079	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	Scrub	unlearn	1000	-1		4		0.001	100	0.5248	0.5248	0.2008	0.725			0.930125	1250	68.834999299	0.9568			
1080	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	2						0.492	0.492	0.16	0.6895			0.926625	750	24.26137337000001	0.9538	0.1		
1081	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	98	-1						0.5253333333333333	0.5253333333333333	0.1808	0.667			0.92325	1500	13.572698517000001	0.94774		5000000.0	1000000.0
1082	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	4						0.5168	0.5168	0.1808	0.667			0.92325	2500	26.688354224	0.94774	1.0		
1083	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	EU	unlearn	1000	4						0.4335	0.4335	0.7184	0.7595			0.913625	2000	35.155682209	0.95998			
1084	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	98	-1						0.5168	0.5168	0.1808	0.667			0.92325	2500	14.097918614	0.94774		10000.0	100000.0
1085	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.125	250	13.975004060000002	0.1		0.010000000000000002	0.1
1086	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.001			0.59475	750	13.902895360999999	0.4979		50.0	50.0
1087	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	98	-1						0.0	0.0	0.0	0.0			0.125	2500	14.000028058999998	0.1		5.0	1.0
1088	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	4						0.5102222222222222	0.5102222222222222	0.5236	0.755			0.929125	2250	26.796138986000003	0.97488	0.001		
1089	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	98	-1						0.0	0.0	0.0	0.0			0.125	1500	13.635436453999999	0.1		10.0	1.0
1090	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	2						0.4336	0.4336	0.622	0.746			0.919	1250	24.477025072999997	0.96902	1.0		
1091	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	99	-1						0.5188571428571429	0.5188571428571429	0.1808	0.667			0.92325	1750	14.053646177	0.94774		10000.0	10000.0
1092	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	99	-1						0.5192	0.5192	0.1808	0.667			0.92325	1250	13.92235573	0.94774		2500.0	500.0
1093	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	98	-1						0.0	0.0	0.0	0.0			0.12925	1000	13.788649758000002	0.10494		5.0	50.0
1094	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	-1						0.404	0.404	0.1512	0.696			0.9325	500	46.71125126600001	0.95314	0.05		
1095	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	Scrub	unlearn	1000	-1		4		0.1	100	0.436	0.436	0.0844	0.687			0.932125	250	74.297865877	0.95124			
1096	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	99	-1						0.5192	0.5192	0.1808	0.667			0.92325	1250	13.983132089000001	0.94774		500000.0	1000000.0
1097	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	CF	unlearn	1000	-1						0.456	0.456	0.2328	0.709			0.932625	750	55.777788915	0.95788			
1098	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	98	-1						0.516	0.516	0.182	0.666			0.923875	2500	14.139970098000001	0.94784		100.0	1000.0
1099	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	Scrub	unlearn	1000	-1		4		0.5	100	0.48933333333333334	0.48933333333333334	0.1108	0.695			0.929	750	70.21525098099998	0.95234			
1100	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	-1						0.412	0.412	0.5664	0.735			0.919	1000	36.979622555000006	0.9572	1.0		
1101	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	98	-1						0.5	0.5	0.1812	0.668			0.923375	500	13.958840268000001	0.94772		500.0	50.0
1102	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	-1						0.502	0.502	0.1808	0.667			0.92325	500	45.137629546999996	0.94774	5.0		
1103	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	Scrub	unlearn	1000	-1		4		5.0	100	0.52	0.52	0.1552	0.689			0.922125	500	70.21033441600001	0.94976			
1104	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	98	-1						0.026	0.026	0.2884	0.3965			0.88925	500	13.829483333	0.86798		100.0	10.0
1105	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	98	-1						0.502	0.502	0.1808	0.667			0.92325	500	13.679573833	0.94774		5000000.0	1000000.0
1106	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.0			0.4055	2250	11.807604711999998	0.34022		50.0	50.0
1107	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	4						0.512	0.512	0.1808	0.667			0.92325	1000	26.078823276000012	0.94774	10.0		
1108	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	98	-1						0.502	0.502	0.1808	0.667			0.92325	500	13.95960167	0.94774		1000000.0	100000.0
1109	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	Scrub	unlearn	1000	-1		4		10.0	100	0.44	0.44	0.164	0.672			0.9245	250	70.34959724599999	0.94938			
1110	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	98	-1						0.0	0.0	0.0	0.0			0.5035	1000	13.910165562	0.41986		50.0	50.0
1111	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	98	-1						0.0	0.0	0.0	0.0			0.186125	1500	13.902156807999999	0.151		5.0	50.0
1112	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	99	-1						0.476	0.476	0.1808	0.667			0.92325	250	13.770110682	0.94774		5000.0	1000.0
1113	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	BadT	unlearn	1000	-1						0.4866666666666667	0.4866666666666667	0.2064	0.6845			0.92575	750	119.75362630300003	0.95032			
1114	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	4						0.4825	0.4825	0.6744	0.726			0.915	2000	26.409501440999996	0.95092	0.5		
1115	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	98	-1						0.0	0.0	0.0	0.0			0.125	2500	13.880036904	0.1		0.010000000000000002	0.1
1116	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	99	-1						0.5124444444444445	0.5124444444444445	0.1808	0.667			0.92325	2250	13.892875827	0.94774		50000.0	10000.0
1117	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	4						0.42	0.42	0.0668	0.679			0.92625	250	26.398091460999996	0.9505	0.001		
1118	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	CF	unlearn	1000	4						0.3933333333333333	0.3933333333333333	0.3096	0.727			0.926	1500	34.430449339000006	0.9639			
1119	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	-1						0.444	0.444	0.3284	0.737			0.927375	750	45.22725854199998	0.96156	0.5		
1120	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	-1						0.47	0.47	0.816	0.798			0.926875	2500	45.041160807000004	0.97888	0.1		
1121	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	99	-1						0.476	0.476	0.1808	0.667			0.92325	250	14.044713444	0.94774		100000.0	10000.0
1122	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	Scrub	unlearn	1000	-1		4		1.0	100	0.496	0.496	0.1024	0.681			0.92675	250	70.602787284	0.95086			
1123	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	99	-1						0.0	0.0	0.0	0.001			0.594625	750	14.35249365	0.49794		50.0	10.0
1124	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	98	-1						0.0	0.0	0.0	0.0			0.271	1500	13.902527132	0.22398		25.0	50.0
1125	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	4						0.5133333333333333	0.5133333333333333	0.1808	0.667			0.92325	750	26.470643728999992	0.94774	5.0		
1126	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	4						0.472	0.472	0.6704	0.7335			0.91325	1250	26.700686677000004	0.95534	1.0		
1127	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	4						0.502	0.502	0.1808	0.667			0.92325	500	26.299396439000002	0.94774	5.0		
1128	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	98	-1						0.512	0.512	0.1808	0.667			0.92325	1000	13.736945591	0.94774		100000.0	1000000.0
1129	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	SSD	unlearn	98	-1						0.5253333333333333	0.5253333333333333	0.1816	0.667			0.92325	1500	10.247751289999998	0.94774		10000000.0	1000000.0
1130	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	2						0.512	0.512	0.1808	0.667			0.92325	1000	24.260865621999994	0.94774	5.0		
1131	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	-1						0.513	0.513	0.1808	0.667			0.92325	2000	45.301273427000005	0.94774	0.5		
1132	CIFAR10	resnet9	labeltargeted	2500	3	4000	0.025	AscentLearn	unlearn	1000	-1						0.482	0.482	0.6048	0.7905			0.9325	2000	46.42301241800001	0.97808	0.05		
